step_id,timestamp_ns,fidelity,entropy,logical_error_rate,injection_magnitude,injection_approved,correction_applied,noise_level,backend
31,33900,0.90212059,0.32039841,0.00314387,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
32,33300,0.89939227,0.32641625,0.00313236,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
33,34800,0.89668247,0.33231178,0.00312085,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
34,34000,0.89399130,0.33808833,0.00310933,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
35,32600,0.89131798,0.34375088,0.00309785,0.00000000,0,1,0.004000,HostileBackend(fatigue=0.08)_control
36,33900,0.88866291,0.34930175,0.00308636,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
37,36300,0.88602566,0.35474482,0.00307489,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
38,34000,0.88340633,0.36008273,0.00306343,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
39,37800,0.88080497,0.36531808,0.00305198,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
40,33900,0.87822123,0.37045415,0.00304052,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
41,32300,0.87565515,0.37549334,0.00302906,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
42,32400,0.87310649,0.38043845,0.00301763,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
43,33000,0.87057465,0.38529285,0.00300622,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
44,34000,0.86806051,0.39005703,0.00299480,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
45,33900,0.86556344,0.39473423,0.00298339,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
46,33100,0.86308311,0.39932703,0.00297199,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
47,45200,0.86061963,0.40383708,0.00296060,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
48,40800,0.85817290,0.40826639,0.00294922,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
49,57800,0.85574284,0.41261682,0.00293785,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
50,37400,0.85332928,0.41689038,0.00292646,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
51,34100,0.85093199,0.42108904,0.00291511,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
52,36400,0.84855092,0.42521445,0.00290377,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
53,46100,0.84618603,0.42926816,0.00289246,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
54,38200,0.84383716,0.43325186,0.00288114,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
55,36800,0.84150425,0.43716705,0.00286984,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
56,35600,0.83918712,0.44101536,0.00285854,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
57,33100,0.83688567,0.44479825,0.00284725,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
58,32900,0.83459983,0.44851707,0.00283599,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
59,52000,0.83232970,0.45217287,0.00282473,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
60,34700,0.83007496,0.45576733,0.00281349,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
61,33800,0.82783560,0.45930160,0.00280226,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
62,41800,0.82561126,0.46277733,0.00279103,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
63,35700,0.82340230,0.46619501,0.00277982,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
64,34700,0.82120808,0.46955667,0.00276864,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
65,34000,0.81902881,0.47286296,0.00275746,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
66,36200,0.81686436,0.47611505,0.00274629,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
67,34300,0.81471444,0.47931431,0.00273515,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
68,34200,0.81257920,0.48246141,0.00272403,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
69,35300,0.81045854,0.48555740,0.00271291,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
70,35400,0.80835218,0.48860352,0.00270181,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
71,33800,0.80625991,0.49160091,0.00269073,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
72,49900,0.80418197,0.49455004,0.00267967,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
73,37300,0.80211820,0.49745192,0.00266861,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
74,49600,0.80006805,0.50030807,0.00265759,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
75,39200,0.79803218,0.50311833,0.00264657,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
76,35300,0.79601009,0.50588411,0.00263556,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
77,36400,0.79400156,0.50860641,0.00262458,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
78,163900,0.79200663,0.51128587,0.00261363,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
79,79900,0.79002525,0.51392322,0.00260269,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
80,47800,0.78805774,0.51651868,0.00259175,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
81,39600,0.78610341,0.51907381,0.00258083,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
82,38500,0.78416239,0.52158905,0.00256994,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
83,37300,0.78223410,0.52406576,0.00255908,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
84,58800,0.78031914,0.52650373,0.00254822,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
85,35100,0.77841734,0.52890379,0.00253738,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
86,33300,0.77652833,0.53126695,0.00252655,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
87,32800,0.77465208,0.53359379,0.00251576,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
88,142100,0.77278837,0.53588511,0.00250500,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
89,92200,0.77093761,0.53814094,0.00249423,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
90,51800,0.76909930,0.54036238,0.00248348,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
91,43800,0.76727348,0.54254990,0.00247275,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
92,36900,0.76546005,0.54470409,0.00246205,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
93,34200,0.76365913,0.54682530,0.00245133,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
94,32800,0.76187053,0.54891420,0.00244065,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
95,34800,0.76009379,0.55097179,0.00243000,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
96,35200,0.75832935,0.55299801,0.00241935,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
97,33200,0.75657675,0.55499382,0.00240873,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
98,33200,0.75483593,0.55695970,0.00239813,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
99,32400,0.75310677,0.55889620,0.00238760,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
100,33400,0.75138942,0.56080355,0.00237707,0.00000000,0,1,0.004000,HostileBackend(fatigue=0.08)_control
101,32100,0.74968381,0.56268225,0.00236656,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
102,32200,0.74798983,0.56453278,0.00235604,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
103,33600,0.74630733,0.56635571,0.00234555,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
104,31900,0.74463615,0.56815158,0.00233511,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
105,32100,0.74297639,0.56992063,0.00232468,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
106,31900,0.74132791,0.57166337,0.00231426,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
107,31000,0.73969037,0.57338053,0.00230387,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
108,31900,0.73806409,0.57507209,0.00229351,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
109,46200,0.73644875,0.57673873,0.00228318,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
110,35500,0.73484450,0.57838063,0.00227286,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
111,35100,0.73325101,0.57999843,0.00226258,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
112,32500,0.73166848,0.58159226,0.00225232,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
113,32100,0.73009685,0.58316249,0.00224208,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
114,32200,0.72853563,0.58470990,0.00223186,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
115,31900,0.72698501,0.58623461,0.00222168,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
116,31600,0.72544494,0.58773696,0.00221152,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
117,32300,0.72391540,0.58921725,0.00220136,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
118,31800,0.72239624,0.59067589,0.00219122,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
119,32300,0.72088709,0.59211354,0.00218113,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
120,32900,0.71938827,0.59353014,0.00217107,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
121,31500,0.71789970,0.59492605,0.00216103,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
122,32700,0.71642107,0.59630179,0.00215102,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
123,31900,0.71495259,0.59765745,0.00214102,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
124,38500,0.71349418,0.59899333,0.00213105,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
125,34300,0.71204553,0.60030997,0.00212112,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
126,33000,0.71060668,0.60160757,0.00211119,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
127,32600,0.70917767,0.60288635,0.00210129,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
128,31400,0.70775828,0.60414670,0.00209142,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
129,31600,0.70634868,0.60538872,0.00208157,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
130,31800,0.70494878,0.60661271,0.00207173,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
131,31800,0.70355820,0.60781923,0.00206194,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
132,31400,0.70217710,0.60900835,0.00205219,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
133,33700,0.70080527,0.61018046,0.00204245,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
134,32700,0.69944262,0.61133583,0.00203274,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
135,32800,0.69808944,0.61247444,0.00202305,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
136,32100,0.69674533,0.61359681,0.00201340,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
137,31600,0.69541046,0.61470300,0.00200377,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
138,43400,0.69408463,0.61579338,0.00199414,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
139,34100,0.69276780,0.61686815,0.00198454,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
140,32400,0.69145983,0.61792764,0.00197499,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
141,31900,0.69016057,0.61897213,0.00196546,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
142,32400,0.68887034,0.62000154,0.00195596,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
143,32000,0.68758898,0.62101620,0.00194648,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
144,32000,0.68631621,0.62201649,0.00193702,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
145,32400,0.68505210,0.62300251,0.00192759,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
146,31600,0.68379649,0.62397458,0.00191820,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
147,31900,0.68254950,0.62493276,0.00190882,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
148,31600,0.68131077,0.62587748,0.00189950,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
149,32200,0.68008076,0.62680857,0.00189019,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
150,31300,0.67885897,0.62772655,0.00188091,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
151,32100,0.67764547,0.62863151,0.00187165,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
152,48300,0.67643990,0.62952389,0.00186244,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
153,41100,0.67524292,0.63040335,0.00185322,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
154,39500,0.67405400,0.63127041,0.00184405,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
155,34200,0.67287310,0.63212526,0.00183491,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
156,38700,0.67170009,0.63296812,0.00182581,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
157,33400,0.67053525,0.63379893,0.00181672,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
158,34400,0.66937809,0.63461819,0.00180768,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
159,34000,0.66822886,0.63542584,0.00179865,0.00000000,0,1,0.004000,HostileBackend(fatigue=0.08)_control
160,33300,0.66708706,0.63622238,0.00178967,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
161,31300,0.66595343,0.63700740,0.00178070,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
162,31600,0.66482737,0.63778146,0.00177178,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
163,31400,0.66370873,0.63854479,0.00176290,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
164,31600,0.66259803,0.63929716,0.00175402,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
165,31200,0.66149484,0.64003898,0.00174517,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
166,38100,0.66039905,0.64077044,0.00173636,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
167,33800,0.65931102,0.64149142,0.00172754,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
168,34200,0.65823037,0.64220229,0.00171877,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
169,32700,0.65715699,0.64290324,0.00171002,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
170,32900,0.65609062,0.64359456,0.00170133,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
171,32800,0.65503146,0.64427620,0.00169265,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
172,37500,0.65397958,0.64494826,0.00168402,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
173,38100,0.65293502,0.64561079,0.00167540,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
174,37500,0.65189723,0.64626426,0.00166683,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
175,40800,0.65086656,0.64690855,0.00165828,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
176,36500,0.64984290,0.64754384,0.00164977,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
177,36200,0.64882634,0.64817016,0.00164126,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
178,41500,0.64781653,0.64878782,0.00163280,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
179,41100,0.64681352,0.64939691,0.00162434,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
180,37000,0.64581731,0.64999751,0.00161595,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
181,35800,0.64482787,0.65058973,0.00160758,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
182,102500,0.64384532,0.65117360,0.00159920,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
183,48700,0.64286925,0.65174944,0.00159090,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
184,40100,0.64189970,0.65231733,0.00158264,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
185,36700,0.64093697,0.65287719,0.00157438,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
186,33700,0.63998068,0.65342931,0.00156618,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
187,48800,0.63903091,0.65397374,0.00155801,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
188,38600,0.63808748,0.65451066,0.00154987,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
189,34800,0.63715025,0.65504024,0.00154176,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
190,33400,0.63621949,0.65556240,0.00153367,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
191,33200,0.63529539,0.65607712,0.00152558,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
192,32600,0.63437716,0.65658491,0.00151758,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
193,32900,0.63346526,0.65708562,0.00150957,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
194,32300,0.63255959,0.65757936,0.00150159,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
195,32700,0.63166017,0.65806620,0.00149364,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
196,32700,0.63076673,0.65854635,0.00148574,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
197,162000,0.62987939,0.65901984,0.00147785,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
198,53900,0.62899784,0.65948689,0.00147001,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
199,40700,0.62812257,0.65994733,0.00146218,0.00000000,0,0,0.004000,HostileBackend(fatigue=0.08)_control
